2026-05-17 18:20:36 | ERROR    | ayumi.pid_guard | Another forward test process is running (PID 720166). Refusing to start. Kill it first or remove /home/TacoPants/projects/Ayumi/data/forward_test.pid.
2026-05-17 18:33:04 | ERROR    | ayumi.pid_guard | Another forward test process is running (PID 720166). Refusing to start. Kill it first or remove /home/TacoPants/projects/Ayumi/data/forward_test.pid.
2026-05-17 18:33:36 | ERROR    | ayumi.pid_guard | Another forward test process is running (PID 720166). Refusing to start. Kill it first or remove /home/TacoPants/projects/Ayumi/data/forward_test.pid.
2026-05-17 18:34:08 | ERROR    | ayumi.pid_guard | Another forward test process is running (PID 720166). Refusing to start. Kill it first or remove /home/TacoPants/projects/Ayumi/data/forward_test.pid.
2026-05-17 18:34:40 | ERROR    | ayumi.pid_guard | Another forward test process is running (PID 720166). Refusing to start. Kill it first or remove /home/TacoPants/projects/Ayumi/data/forward_test.pid.
2026-05-17 18:35:13 | ERROR    | ayumi.pid_guard | Another forward test process is running (PID 720166). Refusing to start. Kill it first or remove /home/TacoPants/projects/Ayumi/data/forward_test.pid.
2026-05-17 18:35:45 | ERROR    | ayumi.pid_guard | Another forward test process is running (PID 720166). Refusing to start. Kill it first or remove /home/TacoPants/projects/Ayumi/data/forward_test.pid.
2026-05-17 18:36:18 | ERROR    | ayumi.pid_guard | Another forward test process is running (PID 720166). Refusing to start. Kill it first or remove /home/TacoPants/projects/Ayumi/data/forward_test.pid.
2026-05-17 18:36:18 | ERROR    | ayumi.pid_guard | Another forward test process is running (PID 720166). Refusing to start. Kill it first or remove /home/TacoPants/projects/Ayumi/data/forward_test.pid.
2026-05-17 18:36:32 | INFO     | ayumi.pid_guard | PID 3012013 written to /home/TacoPants/projects/Ayumi/data/forward_test.pid
2026-05-17 18:36:32 | INFO     | ayumi.blend_launcher | === Ayumi Multi-Strategy Forward Test (Blend Pipeline) ===
2026-05-17 18:36:32 | INFO     | ayumi.blend_launcher | Symbols: ['GBPUSD', 'USDJPY']
2026-05-17 18:36:34 | WARNING  | ayumi.blend_launcher | Could not fetch symbol list from OpenAPI: 'CTraderOpenApiClient' object has no attribute 'get_symbols' — using static mapping
2026-05-17 18:36:34 | INFO     | ayumi.blend_launcher | Fetching 100 H1 bars for GBPUSD (id=2)...
2026-05-17 18:36:36 | INFO     | ayumi.blend_launcher | Fetched 100 H1 bars for GBPUSD
2026-05-17 18:36:36 | INFO     | ayumi.blend_launcher | Fetching 200 M15 bars for GBPUSD (id=2)...
2026-05-17 18:36:38 | INFO     | ayumi.blend_launcher | Fetched 200 M15 bars for GBPUSD
2026-05-17 18:36:38 | INFO     | ayumi.blend_launcher | Fetching 100 H1 bars for USDJPY (id=4)...
2026-05-17 18:36:40 | INFO     | ayumi.blend_launcher | Fetched 100 H1 bars for USDJPY
2026-05-17 18:36:40 | INFO     | ayumi.blend_launcher | Fetching 200 M15 bars for USDJPY (id=4)...
2026-05-17 18:36:42 | INFO     | ayumi.blend_launcher | Fetched 200 M15 bars for USDJPY
2026-05-17 18:36:42 | INFO     | ayumi.blend_launcher | Registered 5 strategies: ['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion']
2026-05-17 18:36:42 | INFO     | ayumi.blend_launcher | All strategy .name properties verified against maps
2026-05-17 18:36:42 | INFO     | ayumi.risk | Restored risk state from data/risk_state_blend.json
2026-05-17 18:36:42 | INFO     | ayumi.forward_test | BlendForwardTestRunner started — balance=$10000.00
2026-05-17 18:36:42 | INFO     | ayumi.forward_test | Preloaded 100 bars into key 'GBPUSD:60'
2026-05-17 18:36:42 | INFO     | ayumi.blend_launcher | Preloaded 100 60min bars for GBPUSD into engine
2026-05-17 18:36:42 | INFO     | ayumi.forward_test | Preloaded 200 bars into key 'GBPUSD:15'
2026-05-17 18:36:42 | INFO     | ayumi.blend_launcher | Preloaded 200 15min bars for GBPUSD into engine
2026-05-17 18:36:42 | INFO     | ayumi.forward_test | Preloaded 100 bars into key 'USDJPY:60'
2026-05-17 18:36:42 | INFO     | ayumi.blend_launcher | Preloaded 100 60min bars for USDJPY into engine
2026-05-17 18:36:42 | INFO     | ayumi.forward_test | Preloaded 200 bars into key 'USDJPY:15'
2026-05-17 18:36:42 | INFO     | ayumi.blend_launcher | Preloaded 200 15min bars for USDJPY into engine
2026-05-17 18:36:42 | INFO     | ayumi.blend_launcher | === STARTING MULTI-STRATEGY FORWARD TEST ===
2026-05-17 18:36:42 | INFO     | ayumi.blend_launcher | Pipeline: SRMR+ + Killzone + Momentum + SessionRangeMR → Correlation Gate → Blend Runner → Paper
2026-05-17 18:36:42 | INFO     | ayumi.blend_launcher | Startup diagnostic: strategies=['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion']
2026-05-17 18:36:42 | INFO     | ayumi.blend_launcher | Startup diagnostic: symbols=['GBPUSD', 'USDJPY']
2026-05-17 18:36:42 | INFO     | ayumi.blend_launcher | Startup diagnostic: bar_period=60m, min_confidence=0.50
2026-05-17 18:36:42 | INFO     | ayumi.blend_launcher | Startup diagnostic: strategy_timeframes={'SRMR+': 60, 'Killzone Momentum': 15, 'Donchian Channel Breakout': 15, 'Session-Range Mean Reversion': 60, 'BB+RSI Mean Reversion': 60}
2026-05-17 18:36:42 | WARNING  | ayumi.forward_test | Credential validation: sender_comp_id is empty — may cause FIX logon failure
2026-05-17 18:36:42 | INFO     | ayumi.forward_test | OpenApiLiveClient constructed for live_mode
2026-05-17 18:36:42 | INFO     | ayumi.openapi_spot_feed | Connected to demo.ctraderapi.com:5035
2026-05-17 18:36:43 | INFO     | ayumi.openapi_spot_feed | Application authenticated
2026-05-17 18:36:45 | INFO     | ayumi.openapi_spot_feed | No token lifetime from server — defaulting to 86400s
2026-05-17 18:36:45 | INFO     | ayumi.openapi_spot_feed | Scheduling proactive token refresh in 69120s (token lifetime=86400s)
2026-05-17 18:36:45 | INFO     | ayumi.openapi_spot_feed | Account authenticated
2026-05-17 18:36:45 | INFO     | ayumi.openapi_spot_feed | Requesting symbol list for account 46877902
2026-05-17 18:36:45 | INFO     | ayumi.openapi_spot_feed | Loaded 830 symbol name mappings from API
2026-05-17 18:36:45 | INFO     | ayumi.openapi_spot_feed | Pre-fetching details for GBPUSD (id=2)
2026-05-17 18:36:46 | INFO     | ayumi.openapi_spot_feed | Fetched symbol details: id=2 digits=5
2026-05-17 18:36:46 | INFO     | ayumi.openapi_spot_feed | Pre-fetching details for USDJPY (id=4)
2026-05-17 18:36:47 | INFO     | ayumi.openapi_spot_feed | Fetched symbol details: id=4 digits=3
2026-05-17 18:36:47 | INFO     | ayumi.openapi_spot_feed | Subscribed to spot events for symbol_id=2
2026-05-17 18:36:47 | INFO     | ayumi.openapi_spot_feed | Subscribed to spot events for symbol_id=4
2026-05-17 18:36:47 | INFO     | ayumi.openapi_spot_feed | OpenApiSpotFeed started: account=46877902 symbols_loaded=2
2026-05-17 18:36:47 | INFO     | ayumi.forward_test | Open API spot feed connected for ['GBPUSD', 'USDJPY']
2026-05-17 18:36:47 | INFO     | ayumi.openapi_live_client | [OpenApiLiveClient] Symbol map set: 830 entries
2026-05-17 18:36:47 | INFO     | ayumi.openapi_live_client | [OpenApiLiveClient] Riding on spot feed's authenticated connection
2026-05-17 18:36:47 | INFO     | ayumi.forward_test | OpenApiLiveClient connected — live mode active
2026-05-17 18:36:48 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for GBPUSD 60m
2026-05-17 18:36:48 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'GBPUSD:60'
2026-05-17 18:36:48 | INFO     | ayumi.forward_test | Preloaded 50 bars for GBPUSD 60m
2026-05-17 18:36:49 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for GBPUSD 15m
2026-05-17 18:36:49 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'GBPUSD:15'
2026-05-17 18:36:49 | INFO     | ayumi.forward_test | Preloaded 50 bars for GBPUSD 15m
2026-05-17 18:36:50 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for USDJPY 60m
2026-05-17 18:36:50 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'USDJPY:60'
2026-05-17 18:36:50 | INFO     | ayumi.forward_test | Preloaded 50 bars for USDJPY 60m
2026-05-17 18:36:51 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for USDJPY 15m
2026-05-17 18:36:51 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'USDJPY:15'
2026-05-17 18:36:51 | INFO     | ayumi.forward_test | Preloaded 50 bars for USDJPY 15m
2026-05-17 18:36:51 | INFO     | ayumi.forward_test | Bar preloading complete
2026-05-17 18:36:51 | INFO     | ayumi.forward_test | Forward test started: symbols=['GBPUSD', 'USDJPY'] strategies=['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion'] mode=LIVE eval_interval=1.0s bar_period=60m
2026-05-17 18:36:51 | INFO     | ayumi.forward_test | [B5 Startup] Strategy list: ['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion']
2026-05-17 18:36:51 | INFO     | ayumi.forward_test | [B5 Startup] Symbols: ['GBPUSD', 'USDJPY']
2026-05-17 18:36:51 | INFO     | ayumi.forward_test | [B5 Startup] Bar period: 60m
2026-05-17 18:36:51 | INFO     | ayumi.forward_test | [B5 Startup] Min confidence: 0.50
2026-05-17 18:36:51 | INFO     | ayumi.forward_test | [B5 Startup] Min bars for evaluation: 50
2026-05-17 18:36:51 | INFO     | ayumi.forward_test | [B5 Startup] Strategy timeframes: {'SRMR+': 60, 'Killzone Momentum': 15, 'Donchian Channel Breakout': 15, 'Session-Range Mean Reversion': 60, 'BB+RSI Mean Reversion': 60}
2026-05-17 18:36:51 | INFO     | ayumi.forward_test | [B5 Startup] Required timeframes: [15, 60]
2026-05-17 18:37:17 | INFO     | ayumi.pid_guard | PID 3012228 written to /home/TacoPants/projects/Ayumi/data/forward_test.pid
2026-05-17 18:37:17 | INFO     | ayumi.blend_launcher | === Ayumi Multi-Strategy Forward Test (Blend Pipeline) ===
2026-05-17 18:37:17 | INFO     | ayumi.blend_launcher | Symbols: ['GBPUSD', 'USDJPY']
2026-05-17 18:37:19 | WARNING  | ayumi.blend_launcher | Could not fetch symbol list from OpenAPI: 'CTraderOpenApiClient' object has no attribute 'get_symbols' — using static mapping
2026-05-17 18:37:19 | INFO     | ayumi.blend_launcher | Fetching 100 H1 bars for GBPUSD (id=2)...
2026-05-17 18:37:21 | INFO     | ayumi.blend_launcher | Fetched 100 H1 bars for GBPUSD
2026-05-17 18:37:21 | INFO     | ayumi.blend_launcher | Fetching 200 M15 bars for GBPUSD (id=2)...
2026-05-17 18:37:23 | INFO     | ayumi.blend_launcher | Fetched 200 M15 bars for GBPUSD
2026-05-17 18:37:23 | INFO     | ayumi.blend_launcher | Fetching 100 H1 bars for USDJPY (id=4)...
2026-05-17 18:37:25 | INFO     | ayumi.blend_launcher | Fetched 100 H1 bars for USDJPY
2026-05-17 18:37:25 | INFO     | ayumi.blend_launcher | Fetching 200 M15 bars for USDJPY (id=4)...
2026-05-17 18:37:27 | INFO     | ayumi.blend_launcher | Fetched 200 M15 bars for USDJPY
2026-05-17 18:37:27 | INFO     | ayumi.blend_launcher | Registered 5 strategies: ['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion']
2026-05-17 18:37:27 | INFO     | ayumi.blend_launcher | All strategy .name properties verified against maps
2026-05-17 18:37:27 | INFO     | ayumi.risk | Restored risk state from data/risk_state_blend.json
2026-05-17 18:37:27 | INFO     | ayumi.forward_test | BlendForwardTestRunner started — balance=$10000.00
2026-05-17 18:37:27 | INFO     | ayumi.forward_test | Preloaded 100 bars into key 'GBPUSD:60'
2026-05-17 18:37:27 | INFO     | ayumi.blend_launcher | Preloaded 100 60min bars for GBPUSD into engine
2026-05-17 18:37:27 | INFO     | ayumi.forward_test | Preloaded 200 bars into key 'GBPUSD:15'
2026-05-17 18:37:27 | INFO     | ayumi.blend_launcher | Preloaded 200 15min bars for GBPUSD into engine
2026-05-17 18:37:27 | INFO     | ayumi.forward_test | Preloaded 100 bars into key 'USDJPY:60'
2026-05-17 18:37:27 | INFO     | ayumi.blend_launcher | Preloaded 100 60min bars for USDJPY into engine
2026-05-17 18:37:27 | INFO     | ayumi.forward_test | Preloaded 200 bars into key 'USDJPY:15'
2026-05-17 18:37:27 | INFO     | ayumi.blend_launcher | Preloaded 200 15min bars for USDJPY into engine
2026-05-17 18:37:27 | INFO     | ayumi.blend_launcher | === STARTING MULTI-STRATEGY FORWARD TEST ===
2026-05-17 18:37:27 | INFO     | ayumi.blend_launcher | Pipeline: SRMR+ + Killzone + Momentum + SessionRangeMR → Correlation Gate → Blend Runner → Paper
2026-05-17 18:37:27 | INFO     | ayumi.blend_launcher | Startup diagnostic: strategies=['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion']
2026-05-17 18:37:27 | INFO     | ayumi.blend_launcher | Startup diagnostic: symbols=['GBPUSD', 'USDJPY']
2026-05-17 18:37:27 | INFO     | ayumi.blend_launcher | Startup diagnostic: bar_period=60m, min_confidence=0.50
2026-05-17 18:37:27 | INFO     | ayumi.blend_launcher | Startup diagnostic: strategy_timeframes={'SRMR+': 60, 'Killzone Momentum': 15, 'Donchian Channel Breakout': 15, 'Session-Range Mean Reversion': 60, 'BB+RSI Mean Reversion': 60}
2026-05-17 18:37:27 | WARNING  | ayumi.forward_test | Credential validation: sender_comp_id is empty — may cause FIX logon failure
2026-05-17 18:37:27 | INFO     | ayumi.forward_test | OpenApiLiveClient constructed for live_mode
2026-05-17 18:37:27 | INFO     | ayumi.openapi_spot_feed | Connected to demo.ctraderapi.com:5035
2026-05-17 18:37:28 | INFO     | ayumi.openapi_spot_feed | Application authenticated
2026-05-17 18:37:29 | INFO     | ayumi.openapi_spot_feed | No token lifetime from server — defaulting to 86400s
2026-05-17 18:37:29 | INFO     | ayumi.openapi_spot_feed | Scheduling proactive token refresh in 69120s (token lifetime=86400s)
2026-05-17 18:37:29 | INFO     | ayumi.openapi_spot_feed | Account authenticated
2026-05-17 18:37:29 | INFO     | ayumi.openapi_spot_feed | Requesting symbol list for account 46877902
2026-05-17 18:37:30 | INFO     | ayumi.openapi_spot_feed | Loaded 830 symbol name mappings from API
2026-05-17 18:37:30 | INFO     | ayumi.openapi_spot_feed | Pre-fetching details for GBPUSD (id=2)
2026-05-17 18:37:31 | INFO     | ayumi.openapi_spot_feed | Fetched symbol details: id=2 digits=5
2026-05-17 18:37:31 | INFO     | ayumi.openapi_spot_feed | Pre-fetching details for USDJPY (id=4)
2026-05-17 18:37:32 | INFO     | ayumi.openapi_spot_feed | Fetched symbol details: id=4 digits=3
2026-05-17 18:37:32 | INFO     | ayumi.openapi_spot_feed | Subscribed to spot events for symbol_id=2
2026-05-17 18:37:32 | INFO     | ayumi.openapi_spot_feed | Subscribed to spot events for symbol_id=4
2026-05-17 18:37:32 | INFO     | ayumi.openapi_spot_feed | OpenApiSpotFeed started: account=46877902 symbols_loaded=2
2026-05-17 18:37:32 | INFO     | ayumi.forward_test | Open API spot feed connected for ['GBPUSD', 'USDJPY']
2026-05-17 18:37:32 | INFO     | ayumi.openapi_live_client | [OpenApiLiveClient] Symbol map set: 830 entries
2026-05-17 18:37:32 | INFO     | ayumi.openapi_live_client | [OpenApiLiveClient] Riding on spot feed's authenticated connection
2026-05-17 18:37:32 | INFO     | ayumi.forward_test | OpenApiLiveClient connected — live mode active
2026-05-17 18:37:33 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for GBPUSD 60m
2026-05-17 18:37:33 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'GBPUSD:60'
2026-05-17 18:37:33 | INFO     | ayumi.forward_test | Preloaded 50 bars for GBPUSD 60m
2026-05-17 18:37:34 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for GBPUSD 15m
2026-05-17 18:37:34 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'GBPUSD:15'
2026-05-17 18:37:34 | INFO     | ayumi.forward_test | Preloaded 50 bars for GBPUSD 15m
2026-05-17 18:37:35 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for USDJPY 60m
2026-05-17 18:37:35 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'USDJPY:60'
2026-05-17 18:37:35 | INFO     | ayumi.forward_test | Preloaded 50 bars for USDJPY 60m
2026-05-17 18:37:36 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for USDJPY 15m
2026-05-17 18:37:36 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'USDJPY:15'
2026-05-17 18:37:36 | INFO     | ayumi.forward_test | Preloaded 50 bars for USDJPY 15m
2026-05-17 18:37:36 | INFO     | ayumi.forward_test | Bar preloading complete
2026-05-17 18:37:36 | INFO     | ayumi.forward_test | Forward test started: symbols=['GBPUSD', 'USDJPY'] strategies=['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion'] mode=LIVE eval_interval=1.0s bar_period=60m
2026-05-17 18:37:36 | INFO     | ayumi.forward_test | [B5 Startup] Strategy list: ['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion']
2026-05-17 18:37:36 | INFO     | ayumi.forward_test | [B5 Startup] Symbols: ['GBPUSD', 'USDJPY']
2026-05-17 18:37:36 | INFO     | ayumi.forward_test | [B5 Startup] Bar period: 60m
2026-05-17 18:37:36 | INFO     | ayumi.forward_test | [B5 Startup] Min confidence: 0.50
2026-05-17 18:37:36 | INFO     | ayumi.forward_test | [B5 Startup] Min bars for evaluation: 50
2026-05-17 18:37:36 | INFO     | ayumi.forward_test | [B5 Startup] Strategy timeframes: {'SRMR+': 60, 'Killzone Momentum': 15, 'Donchian Channel Breakout': 15, 'Session-Range Mean Reversion': 60, 'BB+RSI Mean Reversion': 60}
2026-05-17 18:37:36 | INFO     | ayumi.forward_test | [B5 Startup] Required timeframes: [15, 60]
2026-05-17 18:37:51 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 18:37:51 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 18:37:51 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=1950.84 bars=0 signals=0 trades=0 balance=10000.00 uptime=60s
2026-05-17 18:37:51 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 18:38:36 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 18:38:36 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 18:38:36 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=3874.65 bars=0 signals=0 trades=0 balance=10000.00 uptime=60s
2026-05-17 18:38:36 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 18:38:51 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 18:38:51 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 18:38:51 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=1950.84 bars=0 signals=0 trades=0 balance=10000.00 uptime=120s
2026-05-17 18:38:51 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 18:39:36 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 18:39:36 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 18:39:36 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=3874.65 bars=0 signals=0 trades=0 balance=10000.00 uptime=120s
2026-05-17 18:39:36 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 18:39:51 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 18:39:51 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 18:39:51 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=1950.84 bars=0 signals=0 trades=0 balance=10000.00 uptime=180s
2026-05-17 18:39:51 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 18:40:36 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 18:40:36 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 18:40:36 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=3874.65 bars=0 signals=0 trades=0 balance=10000.00 uptime=180s
2026-05-17 18:40:36 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 18:40:51 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 18:40:51 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 18:40:51 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=1950.84 bars=0 signals=0 trades=0 balance=10000.00 uptime=240s
2026-05-17 18:40:51 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 18:41:36 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 18:41:36 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 18:41:36 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=3874.65 bars=0 signals=0 trades=0 balance=10000.00 uptime=240s
2026-05-17 18:41:36 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 18:41:51 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 18:41:51 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 18:41:51 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=1950.84 bars=0 signals=0 trades=0 balance=10000.00 uptime=300s
2026-05-17 18:41:51 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
